City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Desc
344,Constitucion,CL,-35.3333,-72.4167,66.15,73,51,10.6,broken clouds
345,Camopi,GF,3.1655,-52.3158,77.4,92,78,3.42,light rain
346,Suntar,RU,62.1444,117.6319,-17.91,97,19,4.99,few clouds
347,Namibe,AO,-15.1961,12.1522,72.5,77,100,9.13,overcast clouds
348,Alofi,NU,-19.0595,-169.9187,75.09,94,100,1.14,overcast clouds
349,Iqaluit,CA,63.7506,-68.5145,-7.87,59,100,8.05,light snow
350,Lagoa,PT,39.05,-27.9833,57.92,76,84,11.3,broken clouds
351,Kysyl-Syr,RU,63.8986,122.7617,-15.79,100,99,4.54,overcast clouds
352,Am Timan,TD,11.0297,20.2827,78.76,16,97,5.23,overcast clouds
353,Graaff-Reinet,ZA,-32.2522,24.5308,73.92,57,0,8.37,clear sky
354,Antofagasta,CL,-23.65,-70.4,72.21,58,23,9.62,few clouds
355,Padang,ID,-0.9492,100.3543,77.38,89,96,2.8,overcast clouds
356,Francisco Sa,BR,-16.4758,-43.4883,78.98,71,64,9.24,broken clouds
357,Teluk Nibung,ID,3.001,99.8164,75.99,94,100,5.66,overcast clouds
358,Panzhihua,CN,26.5851,101.7128,43.84,52,0,1.63,clear sky
359,Sinnamary,GF,5.3833,-52.95,80.89,71,100,8.08,overcast clouds
360,Baglung,NP,28.2719,83.5898,45.09,83,26,2.68,scattered clouds
361,Torbay,CA,47.6666,-52.7314,33.58,87,100,17.27,light snow
362,Verkhnetulomskiy,RU,68.6073,31.7962,14.13,99,99,0.54,overcast clouds
363,Husavik,IS,66.0449,-17.3389,30.11,76,11,21.23,few clouds
364,Abha,SA,18.2164,42.5053,53.85,82,0,0.0,clear sky
365,Suez,EG,29.9737,32.5263,55.22,53,7,2.33,clear sky
366,Caravelas,BR,-17.7125,-39.2481,84.25,66,0,11.36,clear sky
367,Dwarka,IN,22.2394,68.9678,68.7,56,0,9.91,clear sky
368,Traverse City,US,44.7631,-85.6206,23.72,74,100,9.44,overcast clouds
369,Sobolevo,RU,54.4299,31.8996,23.18,93,100,7.92,overcast clouds
370,Camocim,BR,-2.9022,-40.8411,81.73,68,100,9.73,overcast clouds
371,Taltal,CL,-25.4,-70.4833,68.92,68,11,7.23,few clouds
372,Banjar,ID,-8.19,114.9675,78.66,91,100,3.94,light rain
373,Gondanglegi,ID,-7.7479,112.0132,75.81,93,100,4.65,overcast clouds
374,Rimbey,CA,52.6334,-114.2353,37.92,79,100,5.39,overcast clouds
375,Dandong,CN,40.1292,124.3947,15.85,51,0,4.92,clear sky
376,Mana,GF,5.6592,-53.7767,81.34,70,93,8.84,overcast clouds
377,Ucluelet,CA,48.9329,-125.5528,43.09,89,100,1.01,overcast clouds
378,Vitorino Freire,BR,-4.0667,-45.1667,77.16,90,100,2.55,overcast clouds
379,Rock Island,US,41.45,-90.5168,30.69,50,70,1.99,broken clouds
380,Dekar,BW,-21.5333,21.9333,76.32,57,89,11.48,overcast clouds
381,Gazanjyk,TM,39.2446,55.5154,39.4,74,6,10.04,clear sky
382,Ballina,AU,-28.8667,153.5667,69.98,94,40,4.61,scattered clouds
383,Lebanon,US,36.2081,-86.2911,31.48,51,0,4.61,clear sky
384,Nelson Bay,AU,-32.7167,152.15,72.95,90,92,9.89,overcast clouds
385,Ongandjera,NA,-17.8833,15.0667,83.7,36,100,12.24,light rain
386,Chicama,PE,-7.8447,-79.1469,70.34,57,70,11.95,broken clouds
387,Fortuna,US,40.5982,-124.1573,55.98,65,0,5.99,clear sky
388,Bonthe,SL,7.5264,-12.505,80.2,74,100,8.93,overcast clouds
389,Healdsburg,US,38.6105,-122.8692,63.9,42,7,1.77,clear sky
390,Novyy Urgal,RU,51.0736,132.5642,-34.37,100,94,1.63,overcast clouds
391,Lorengau,PG,-2.0226,147.2712,80.55,80,96,7.96,overcast clouds
392,Akdepe,TM,42.0551,59.3788,28.4,74,1,5.93,clear sky
393,Ileza,RU,61.0533,43.9002,13.66,97,100,3.94,overcast clouds
394,Searcy,US,35.2506,-91.7363,45.01,36,0,9.22,clear sky
395,Olinda,BR,-8.0089,-34.8553,82.13,65,75,3.44,broken clouds
396,Maymyo,MM,22.0333,96.4667,48.96,73,0,1.48,clear sky
397,Alamosa,US,37.4695,-105.87,33.35,61,1,1.19,clear sky
398,Naze,JP,28.3667,129.4833,56.97,78,100,12.26,overcast clouds
399,Hurghada,EG,27.2574,33.8129,56.46,53,0,14.79,clear sky
400,Dawson Creek,CA,55.7666,-120.2362,37.04,65,75,3.44,broken clouds
401,Collie,AU,-33.3667,116.15,62.98,84,0,5.86,clear sky
402,Moerai,PF,-22.4333,-151.3333,79.09,77,2,9.55,clear sky
403,Marawi,PH,7.9986,124.2928,67.64,93,81,0.31,broken clouds
404,Mackay,AU,-21.15,149.2,75.18,88,75,8.05,broken clouds
405,Aswan,EG,24.0934,32.907,54.32,35,0,11.36,clear sky
406,Inhambane,MZ,-23.865,35.3833,77.0,83,20,5.01,few clouds
407,Rodrigues Alves,BR,-7.738,-72.6509,88.0,83,100,3.98,light rain
408,Lae,PG,-6.7221,146.9847,75.78,88,100,7.96,overcast clouds
409,Mitsamiouli,KM,-11.3847,43.2844,80.89,83,20,2.3,few clouds
410,Ust-Omchug,RU,61.15,149.6333,-12.82,99,94,6.17,overcast clouds
411,Heinola,FI,61.2056,26.0381,27.0,95,100,15.64,light snow
412,Kanniyakumari,IN,8.0833,77.5667,78.71,81,33,17.36,scattered clouds
413,Segezha,RU,63.7415,34.3222,16.83,83,100,15.35,overcast clouds
414,Tautira,PF,-17.7333,-149.15,78.82,76,99,15.08,overcast clouds
415,Torres,BR,-29.3353,-49.7269,69.82,64,55,8.3,broken clouds
416,Pangkalanbuun,ID,-2.6833,111.6167,75.0,93,100,1.43,overcast clouds
417,Ilulissat,GL,69.2167,-51.1,7.47,74,100,18.92,overcast clouds
418,Umm Lajj,SA,25.0213,37.2685,64.81,47,0,12.35,clear sky
419,Sao Filipe,CV,14.8961,-24.4956,71.06,71,100,11.9,overcast clouds
420,Tshikapa,CD,-6.4167,20.8,72.91,87,100,1.23,overcast clouds
421,Cosmopolis,BR,-22.6458,-47.1961,74.28,100,100,1.9,overcast clouds
422,Boa Vista,BR,2.8197,-60.6733,89.58,43,75,10.36,broken clouds
423,Rayong,TH,12.8333,101.4333,81.72,99,97,5.32,overcast clouds
424,Sacueni,RO,47.35,22.1,34.21,80,100,17.54,light snow
425,Tuatapere,NZ,-46.1333,167.6833,61.83,93,100,4.09,light rain
426,Ous,RU,60.9058,61.5186,6.55,96,100,3.24,overcast clouds
427,Oxford,GB,51.7522,-1.256,50.41,75,20,1.99,few clouds
428,Mandurah,AU,-32.55,115.7,75.45,71,47,13.29,scattered clouds
429,Rakoczifalva,HU,47.0833,20.2333,40.12,70,100,13.8,light rain
430,Norman Wells,CA,65.282,-126.8329,-30.96,68,75,5.75,broken clouds
431,Varca,IN,15.2167,73.9167,78.8,57,0,3.44,clear sky
432,Raahe,FI,64.6833,24.4833,26.69,97,100,9.53,light snow
433,Finschhafen,PG,-6.6024,147.8681,78.6,87,100,2.04,overcast clouds
434,Davila,PH,18.4726,120.5763,78.78,89,100,4.74,moderate rain
435,Lugovoy,KZ,42.9472,72.7644,30.74,93,89,4.79,light snow
436,Svetlogorsk,BY,52.6333,29.7333,21.69,96,92,8.39,overcast clouds
437,Marrakesh,MA,31.6315,-8.0083,69.87,28,40,4.61,scattered clouds
438,Ugoofaaru,MV,5.6667,73.0,82.11,73,47,15.77,scattered clouds
439,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,16.39,100,75,4.47,broken clouds
440,Isangel,VU,-19.55,169.2667,77.11,94,100,17.27,moderate rain
441,Pepperell,US,42.6659,-71.5884,19.15,89,100,10.0,heavy snow
442,Tazovskiy,RU,67.4667,78.7,-16.31,100,98,5.86,overcast clouds
443,Manokwari,ID,-0.8667,134.0833,77.85,77,100,7.27,overcast clouds
444,Kathmandu,NP,27.7167,85.3167,41.22,93,20,3.44,few clouds
445,Enshi,CN,30.3,109.4833,35.01,95,51,1.57,broken clouds
446,Shingu,JP,33.7333,135.9833,38.37,76,95,6.6,overcast clouds
447,Pochutla,MX,15.7432,-96.4661,87.82,44,0,10.6,clear sky
448,Beroroha,MG,-21.6667,45.1667,81.39,63,10,6.13,clear sky
449,Henderson,US,36.0397,-114.9819,60.12,18,0,0.0,clear sky
450,Opuwo,NA,-18.0607,13.84,73.8,36,100,13.04,overcast clouds
451,Cherskiy,RU,68.75,161.3,-29.4,100,23,1.41,few clouds
452,Chimore,BO,-16.9833,-65.1333,76.28,86,100,1.1,overcast clouds
453,Big Spring,US,32.2504,-101.4787,57.27,22,0,8.01,clear sky
454,Mayo,US,38.8876,-76.5119,28.74,45,40,18.99,scattered clouds
455,Rybachiy,RU,48.7073,44.7449,35.46,99,100,15.64,light rain
456,Ancud,CL,-41.8697,-73.8203,71.42,70,33,11.97,scattered clouds
457,Aksarka,RU,66.5606,67.7975,-16.71,100,100,6.53,overcast clouds
458,Ruwi,OM,23.5996,58.5507,72.16,63,2,3.62,clear sky
459,Neiafu,TO,-18.65,-173.9833,82.42,74,85,14.03,overcast clouds
460,Savannah Bight,HN,16.45,-85.85,82.45,75,84,18.54,broken clouds
461,Izumo,JP,35.3667,132.7667,33.75,64,100,4.52,overcast clouds
462,Bilibino,RU,68.0546,166.4372,-3.75,87,100,2.89,overcast clouds
463,Codrington,AU,-38.2667,141.9667,60.67,89,72,5.08,broken clouds
464,San Quintin,MX,30.4833,-115.95,66.27,34,5,2.77,clear sky
465,Qui Nhon,VN,13.7667,109.2333,71.49,86,100,5.17,overcast clouds
466,Igrim,RU,63.1906,64.4162,-3.03,96,95,5.41,overcast clouds
467,Albanel,CA,48.8832,-72.4487,-11.06,58,100,0.0,overcast clouds
468,Ivankiv,UA,50.9386,29.8943,29.61,93,84,7.34,broken clouds
469,Xinan,CN,26.72,119.8556,47.73,90,100,1.79,overcast clouds
470,Puri,IN,19.8,85.85,57.72,41,4,2.64,clear sky
471,Rio Grande,BR,-32.035,-52.0986,80.71,52,0,14.18,clear sky
472,Sovetskiy,RU,61.3614,63.5842,1.49,97,100,3.22,overcast clouds
473,Tezu,IN,27.9167,96.1667,50.99,53,0,3.98,clear sky
474,Russell,US,32.3502,-85.1999,42.06,24,0,12.66,clear sky
475,Broome,US,42.2506,-75.833,13.69,54,100,3.0,overcast clouds
476,Veinticinco De Mayo,AR,-35.4323,-60.1727,86.05,43,98,3.0,overcast clouds
477,Dalvik,IS,65.9702,-18.5286,30.13,76,41,17.09,scattered clouds
478,Khonsa,IN,27.0167,95.5667,44.67,84,0,3.58,clear sky
479,Filadelfia,US,39.9523,-75.1638,22.19,82,100,5.99,overcast clouds
480,Kununurra,AU,-15.7667,128.7333,78.78,94,100,3.44,light rain
481,Nipawin,CA,53.3668,-104.0009,14.04,79,100,3.44,overcast clouds
482,Kovur,IN,14.4833,79.9833,71.33,82,2,2.19,clear sky
483,Anakapalle,IN,17.6833,83.0167,64.35,73,1,1.66,clear sky
484,Belaya Kholunitsa,RU,58.84,50.8528,8.85,97,100,5.59,overcast clouds
485,Xinglongshan,CN,43.9561,125.4661,10.15,61,0,6.71,clear sky
486,Ostersund,SE,63.1792,14.6357,30.65,100,100,11.5,overcast clouds
487,Iguape,BR,-24.7081,-47.5553,72.21,94,100,8.08,overcast clouds
488,Eureka,US,40.8021,-124.1637,56.25,66,1,1.01,clear sky
489,Byron Bay,AU,-28.65,153.6167,71.55,84,87,8.03,overcast clouds
490,Grande-Synthe,FR,51.0154,2.2998,51.21,82,12,4.0,few clouds
491,Storslett,NO,69.7678,21.0247,15.91,81,24,9.93,few clouds
492,Sal Rei,CV,16.1833,-22.9167,71.8,60,75,14.97,broken clouds
493,Kogon,UZ,39.7228,64.5517,33.84,93,0,4.61,clear sky
494,Xingyi,CN,24.1877,102.817,40.93,63,0,2.55,clear sky
495,Maceio,BR,-9.6658,-35.7353,85.44,61,100,5.75,overcast clouds
496,Vaniyambadi,IN,12.6833,78.6167,71.33,85,98,3.58,overcast clouds
497,Hare Bay,CA,48.8499,-54.0148,33.4,95,100,9.69,light snow
498,Katangli,RU,51.7102,143.2326,-16.98,97,100,5.3,overcast clouds
499,Pendleton,US,45.6721,-118.7886,31.42,80,75,6.91,broken clouds
500,Medicine Hat,CA,50.0501,-110.6683,44.31,41,75,6.91,broken clouds
501,Nemuro,JP,43.3236,145.575,19.04,79,73,15.57,broken clouds
502,Singaraja,ID,-8.112,115.0882,77.97,84,100,3.09,light rain
503,Half Moon Bay,US,37.4636,-122.4286,61.18,68,0,1.01,haze
504,Kerman,IR,30.2832,57.0788,51.66,22,0,6.91,clear sky
505,Bella Vista,US,36.4295,-94.2316,55.06,37,0,1.99,clear sky
506,Usta Muhammad,PK,28.1794,68.0445,58.19,25,0,3.02,clear sky
507,Farafangana,MG,-22.8167,47.8333,75.6,78,5,7.09,clear sky
508,Yen Bai,VN,21.7,104.8667,56.37,89,100,3.13,overcast clouds
509,Boyolangu,ID,-8.1181,111.8935,76.98,90,100,2.44,light rain
510,Impfondo,CG,1.6381,18.0667,79.59,27,50,2.55,scattered clouds
511,Miraflores,MX,19.2167,-98.8083,63.86,44,7,3.69,clear sky
512,Torrington,US,41.8007,-73.1212,15.3,86,100,11.99,light snow
513,Bolec,RS,44.7247,20.6033,35.35,71,100,4.47,overcast clouds
514,Christchurch,NZ,-43.5333,172.6333,60.01,90,75,4.0,broken clouds
515,Buin,CL,-33.7333,-70.75,82.06,31,0,11.95,clear sky
516,Ibra,OM,22.6906,58.5334,67.24,51,5,5.39,clear sky
517,Port Macquarie,AU,-31.4333,152.9167,67.96,79,100,2.95,overcast clouds
518,Garissa,KE,-0.4536,39.6401,86.41,38,65,6.69,broken clouds
519,Coihaique,CL,-45.5752,-72.0662,68.61,42,75,6.91,broken clouds
520,Oksbol,DK,55.6268,8.2876,44.71,76,100,45.66,overcast clouds
521,Robinson,US,31.4677,-97.1147,67.19,23,0,4.0,clear sky
522,Saint-Jean-Port-Joli,CA,47.2171,-70.2658,10.71,83,100,22.7,overcast clouds
523,Kodinsk,RU,58.6881,99.1844,-3.6,99,100,2.59,overcast clouds
524,Mount Gambier,AU,-37.8333,140.7667,62.51,82,100,8.05,overcast clouds
525,Turukhansk,RU,65.8167,87.9833,2.25,95,100,10.0,overcast clouds
526,Scarborough,GB,54.2797,-0.4044,46.53,69,7,5.01,clear sky
527,Kilemary,RU,56.7783,46.8659,14.76,95,100,5.97,overcast clouds
528,Makanya,TZ,-4.3667,37.8333,73.09,82,100,4.94,moderate rain
529,El Cairo,CO,4.7591,-76.2223,74.3,87,99,4.09,overcast clouds
530,Kavaratti,IN,10.5669,72.642,80.85,73,72,6.06,broken clouds
531,Black River,JM,18.0264,-77.8487,82.4,51,0,11.72,clear sky
532,Aktas,KZ,49.7789,72.9608,19.15,94,99,9.69,overcast clouds
533,Yatou,CN,37.15,122.3833,28.62,53,93,10.36,overcast clouds
534,Mizan Teferi,ET,6.9833,35.5833,69.58,42,17,0.69,few clouds
535,Ust-Nera,RU,64.5667,143.2,-15.61,100,100,1.01,overcast clouds
536,Mugumu,TZ,-1.85,34.7,64.67,77,100,2.82,overcast clouds
537,Pontes E Lacerda,BR,-15.2261,-59.3353,74.03,96,100,1.57,overcast clouds
538,Aklavik,CA,68.2191,-135.0107,-17.57,69,75,2.3,broken clouds
539,Changli,CN,39.7042,119.1506,22.42,54,0,3.42,clear sky
540,College,US,64.8569,-147.8028,-15.0,73,20,0.0,few clouds
541,Susehri,TR,40.1644,38.0867,11.26,79,100,1.34,overcast clouds
542,Maniitsoq,GL,65.4167,-52.9,10.11,75,100,29.3,light snow
543,Yeppoon,AU,-23.1333,150.7333,74.98,84,99,13.42,overcast clouds
544,Tomatlan,MX,19.9333,-105.25,88.2,34,0,8.95,clear sky
545,Lloro,CO,5.4961,-76.5495,80.6,85,88,2.19,overcast clouds
546,Solano,US,38.2333,-121.9511,60.93,59,0,0.0,clear sky
547,Zhaotong,CN,27.3167,103.7167,30.34,83,4,2.15,clear sky
548,Vila Velha,BR,-20.3297,-40.2925,87.75,70,20,15.99,few clouds
549,Tevriz,RU,57.509,72.4042,4.78,94,100,4.56,overcast clouds
550,Aguimes,ES,27.9054,-15.4461,63.66,52,2,14.97,haze
551,Alexandria,EG,31.2156,29.9553,53.56,82,40,4.61,scattered clouds
552,Corn Island,NI,12.1694,-83.0418,79.05,74,4,19.53,clear sky
553,Joensuu,FI,62.6012,29.7632,24.28,91,100,19.57,overcast clouds
554,Lake City,US,30.1897,-82.6393,45.59,31,0,18.41,clear sky
555,Arlit,NE,18.7369,7.3853,67.15,13,0,13.38,clear sky
556,Mpongwe,ZM,-13.5091,28.155,65.95,94,100,1.7,light rain
557,Kirakira,SB,-10.4544,161.9205,79.48,86,100,8.19,light rain
558,Fukue,JP,32.6881,128.8419,47.35,51,100,12.68,overcast clouds
559,Iraray,PH,8.9936,118.0511,77.11,87,57,3.42,broken clouds
560,Deputatskiy,RU,69.3,139.9,-19.21,87,100,2.1,overcast clouds
561,Mandiana,GN,10.6333,-8.6833,85.3,15,33,5.19,scattered clouds
562,Basay,PH,9.4087,122.64,77.83,83,47,3.47,scattered clouds
563,Cockburn Town,TC,21.4612,-71.1419,80.56,65,40,9.82,scattered clouds
564,Vaitape,PF,-16.5167,-151.75,80.17,74,18,12.5,moderate rain
565,Itatskiy,RU,56.07,89.0369,1.81,97,98,3.74,overcast clouds
566,Pimenteiras,BR,-6.2453,-41.4192,82.6,57,100,3.65,moderate rain
567,Sola,VU,-13.8833,167.55,82.62,78,100,22.73,overcast clouds
568,Warrensburg,US,38.7628,-93.7361,50.56,37,0,8.05,clear sky
569,Jacqueville,CI,5.2052,-4.4146,84.11,83,60,9.86,broken clouds
570,Rodopolis,GR,41.2578,22.9983,43.92,70,2,5.61,clear sky
571,Tual,ID,-5.6667,132.75,83.21,76,100,14.92,overcast clouds
572,Oranjemund,NA,-28.55,16.4333,65.8,85,38,11.23,scattered clouds
573,Sangar,RU,63.9242,127.4739,-34.76,99,88,2.37,overcast clouds
574,Saint-Raymond,CA,45.467,-73.6095,9.41,60,75,11.5,broken clouds
575,Kruisfontein,ZA,-34.0033,24.7314,67.89,80,0,9.69,clear sky
576,Karratha,AU,-20.7377,116.8463,81.59,61,95,18.48,overcast clouds
577,Ukiah,US,39.1502,-123.2078,62.02,35,1,2.55,clear sky
578,Termoli,IT,41.9888,14.9895,39.58,54,1,5.44,clear sky
579,Te Anau,NZ,-45.4167,167.7167,55.96,92,100,2.53,overcast clouds
580,Sayyan,YE,15.1718,44.3244,54.77,45,3,1.7,clear sky
581,Puerto Leguizamo,CO,-0.1934,-74.7819,92.86,33,100,4.21,overcast clouds
582,Hay River,CA,60.8156,-115.7999,-2.22,78,75,6.91,broken clouds
583,Brae,GB,60.3964,-1.353,39.11,79,92,42.37,overcast clouds
584,Khorixas,NA,-20.3667,14.9667,71.33,51,100,12.35,overcast clouds
585,Sibolga,ID,1.7427,98.7792,74.52,93,69,2.53,broken clouds
586,Resistencia,AR,-27.4606,-58.9839,96.1,29,0,13.8,light rain
587,Lensk,RU,60.7253,114.9278,-6.72,97,100,7.27,overcast clouds
588,Jardim,BR,-21.4803,-56.1381,90.46,44,53,2.08,broken clouds
589,Camacha,PT,33.0833,-16.3333,61.56,67,0,11.5,clear sky
590,Anadyr,RU,64.75,177.4833,-8.9,77,40,0.0,fog
591,Mount Isa,AU,-20.7333,139.5,74.97,100,75,6.91,broken clouds
592,Wajima,JP,37.4,136.9,35.65,67,100,18.1,overcast clouds
593,Mogadishu,SO,2.0371,45.3438,77.67,80,9,22.15,clear sky
594,Denia,ES,38.8408,0.1057,55.74,71,0,5.32,clear sky
595,San Jose Iturbide,MX,21.0,-100.3833,58.68,62,55,4.34,broken clouds
596,Bela,IN,25.9333,81.9833,51.17,66,0,7.54,clear sky
597,Kostyantynivka,UA,48.5277,37.7069,30.7,95,100,13.15,overcast clouds
598,Boca Do Acre,BR,-8.7522,-67.3978,79.77,91,100,0.76,overcast clouds
599,Quatre Cocos,MU,-20.2078,57.7625,80.71,75,92,15.48,overcast clouds
600,Port Blair,IN,11.6667,92.75,77.04,88,75,2.3,mist
601,Aykhal,RU,66.0,111.5,-19.71,99,5,4.83,clear sky
602,Shipitsyno,RU,61.2806,46.5208,17.71,93,100,7.87,light snow
603,Iraucuba,BR,-3.7461,-39.7833,87.22,44,100,6.96,overcast clouds
604,Khartoum,SD,15.5518,32.5324,70.02,19,5,14.76,clear sky
605,Bindura,ZW,-17.3019,31.3306,67.14,95,100,6.69,heavy intensity rain
606,Miri,MY,4.4148,114.0089,78.94,94,40,2.3,scattered clouds
607,Thinadhoo,MV,0.5333,72.9333,81.79,71,100,5.95,overcast clouds
608,Seinajoki,FI,62.7945,22.8282,32.58,95,100,3.0,light snow
609,Wanning,CN,18.8003,110.3967,65.59,85,100,9.91,overcast clouds
610,Puerto Asis,CO,0.5133,-76.5007,88.36,43,100,2.33,overcast clouds
611,Puerto Suarez,BO,-18.95,-57.8,75.76,100,100,3.44,mist
612,Phonhong,LA,18.5007,102.4166,68.09,62,26,2.21,scattered clouds
613,Voznesenye,RU,61.0106,35.4781,0.99,98,100,3.96,overcast clouds
614,Tawau,MY,4.2498,117.8871,73.53,88,96,1.99,overcast clouds
615,Basco,PH,20.4487,121.9702,74.35,89,100,23.78,light rain
616,Hauterive,FR,46.0901,3.4459,39.02,91,100,1.74,overcast clouds
617,Morehead,US,37.2711,-87.1764,32.85,54,0,1.01,clear sky
618,Hirado,JP,33.3597,129.5531,43.36,50,100,11.77,overcast clouds
619,Gondar,ET,12.6,37.4667,59.72,56,6,5.59,clear sky
620,Khandwa,IN,21.8333,76.3333,61.27,26,0,1.32,clear sky
621,Viransehir,TR,37.2353,39.7631,36.9,94,100,2.55,overcast clouds
622,Shakawe,BW,-18.3667,21.85,67.46,93,99,5.53,overcast clouds
623,Victoria,HK,22.2855,114.1577,62.26,81,100,15.01,overcast clouds
624,Shimoda,JP,34.6667,138.95,40.1,67,56,7.27,broken clouds
625,Gat,IL,31.61,34.7642,50.4,80,0,3.71,clear sky
626,Sisimiut,GL,66.9395,-53.6735,10.13,89,100,27.13,snow
627,Nalut,LY,30.3333,10.85,46.65,30,0,10.36,clear sky
628,Corumba,BR,-19.0092,-57.6533,75.11,100,100,3.44,mist
629,Axim,GH,4.8699,-2.2405,81.27,79,49,8.84,scattered clouds
630,Kuryk,KZ,43.2,51.65,39.74,93,100,13.8,overcast clouds
631,Burnie,AU,-41.0667,145.9167,60.94,96,78,8.88,broken clouds
632,El Alto,PE,-4.2714,-81.2147,80.26,69,100,11.43,overcast clouds
633,Kralendijk,BQ,12.15,-68.2667,78.44,70,23,8.32,few clouds
634,Takoradi,GH,4.8845,-1.7554,80.76,82,8,8.32,clear sky
635,Anju,KP,39.6178,125.6647,18.61,51,0,4.79,clear sky
636,Weihe,CN,32.9952,105.3247,32.0,92,100,2.51,light snow
637,Boddam,GB,57.4667,-1.7833,42.12,71,7,39.44,clear sky
638,Bouca,CF,6.5105,18.2733,78.91,18,95,4.21,overcast clouds
639,Marzuq,YE,14.4,46.4667,63.37,73,7,4.7,clear sky
640,Pirgos,GR,35.1167,25.7178,52.63,83,100,9.37,overcast clouds
641,Roald,NO,62.5833,6.1333,37.54,87,75,24.16,broken clouds
642,Karema,TZ,-6.8205,30.4389,70.9,87,67,4.97,light rain
643,Sawtell,AU,-30.3833,153.1,69.19,96,40,1.14,scattered clouds
644,Kendari,ID,-3.945,122.4989,75.31,92,100,3.15,overcast clouds
645,Salina,US,38.8403,-97.6114,56.3,18,0,12.75,clear sky
646,Cayenne,GF,4.9333,-52.3333,84.24,81,75,5.01,broken clouds
647,Kazachinskoye,RU,57.6953,93.2761,-0.24,99,99,2.82,overcast clouds
648,Chapais,CA,49.7834,-74.8492,-4.22,76,6,4.41,clear sky
649,Oudtshoorn,ZA,-33.5907,22.2014,64.76,70,0,5.86,clear sky
650,Rio Bravo,MX,25.9833,-98.1,63.93,31,13,4.97,few clouds
651,Zaozerne,UA,45.1582,33.2787,37.38,73,100,13.67,overcast clouds
652,Valparaiso,CL,-33.0393,-71.6273,73.04,63,20,11.5,few clouds
653,Kasongo-Lunda,CD,-6.4667,16.8167,76.5,76,100,1.39,overcast clouds
654,Plymouth,US,41.8334,-70.8328,23.72,93,100,14.97,fog
655,Zyryanka,RU,65.75,150.85,-20.36,100,82,0.6,broken clouds
656,San Cristobal,VE,7.7669,-72.225,80.78,35,6,9.86,clear sky
657,Indiaroba,BR,-11.5192,-37.5117,80.4,76,98,7.94,overcast clouds
658,Guangyuan,CN,32.442,105.823,39.9,96,100,3.06,overcast clouds
659,Barbastro,ES,42.0356,0.1269,46.94,52,0,2.33,clear sky
660,Alappuzha,IN,9.49,76.3264,79.63,70,7,2.98,clear sky
661,Mahon,ES,39.8885,4.2658,45.16,93,0,3.44,clear sky
662,Ust-Uda,RU,54.1742,103.0304,-21.82,100,94,0.54,overcast clouds
663,Havoysund,NO,70.9963,24.6622,16.68,71,93,15.43,light snow
664,Nyrob,RU,60.733,56.7202,8.26,97,100,2.39,overcast clouds
665,Chikwawa,MW,-16.0335,34.8009,74.03,95,4,3.44,clear sky
666,Hangu,CN,39.2489,117.7892,21.24,43,0,1.16,clear sky
667,Riyadh,SA,24.6877,46.7219,55.54,33,0,11.27,clear sky
668,Namatanai,PG,-3.6667,152.4333,79.12,82,100,2.13,light rain
669,Monywa,MM,22.1167,95.1333,61.59,52,0,2.66,clear sky
670,Acandi,CO,8.5063,-77.2778,79.34,82,30,7.87,scattered clouds
671,Galle,LK,6.0367,80.217,78.4,85,100,4.68,overcast clouds
672,Ahuimanu,US,21.4447,-157.8378,77.45,71,5,3.0,clear sky
673,Laredo,US,27.5064,-99.5075,62.85,39,0,3.44,clear sky
674,Deniliquin,AU,-35.5333,144.9667,66.0,71,100,5.79,overcast clouds
675,Nhamunda,BR,-2.1861,-56.7131,78.67,85,100,6.35,overcast clouds
676,Baykit,RU,61.67,96.37,-1.1,100,100,1.12,overcast clouds
677,Nioro,GM,13.35,-15.75,89.76,12,68,6.31,broken clouds
678,Maarianhamina,AX,60.0973,19.9348,37.26,100,100,13.8,moderate rain
679,Darhan,MN,49.4867,105.9228,-15.21,99,86,3.02,overcast clouds
680,Santo Tomas,PH,14.1079,121.1414,79.05,93,4,0.83,clear sky
681,Barcelos,PT,41.5388,-8.6151,60.48,57,1,4.74,clear sky
682,Ceres,US,37.5949,-120.9577,60.71,56,100,5.77,overcast clouds
683,Birkenfeld,DE,48.8667,8.6333,44.53,88,100,17.27,overcast clouds
684,Vostok,RU,46.4856,135.8833,-17.07,99,100,3.87,overcast clouds
685,Skjervoy,NO,70.0311,20.9714,26.82,66,7,15.12,clear sky
686,Mackenzie,CA,55.2999,-123.1698,28.62,93,100,9.22,overcast clouds
687,Veraval,IN,20.9,70.3667,68.0,50,4,7.05,clear sky
